代码,名称,行业,评级,总分,质量分,估值分,催化分,左侧分,最新价,涨跌幅,60日涨跌幅,年初至今涨跌幅,市盈率-动态,市净率,ROE,净利同比,营收同比,毛利率,预告类型,预告变动幅度,距60日高点,20日涨跌幅,快报净利同比,换手率,流通市值,红旗
301630,同宇新材,电子化学品Ⅱ,,49.87,41.15597694857143,76.55913978494624,33.528000000000006,50.0,176.8,2.671,,,47.45,5.657,2.61,35.88,20.467698558,23.483367728,,,,,,6.03031,3709210960.0,
603267,鸿远电子,军工电子Ⅱ,,49.86,30.375000000000004,74.98257839721254,48.0,50.0,52.29,-0.891,,,48.417,2.675,2.15,60.0,-11.9757846696,46.5142338528,,,,,,3.77627,12083219842.679998,
600075,新疆天业,化学原料,,49.85,0.3922984981428572,21.91935483870968,97.0,100.0,4.42,-1.119,-19.48998178506376,,-147.333,0.855,-0.64,-241.2,-0.4936504269,10.5492178974,扭亏,344.9,-31.89522342064716,3.512880562060894,,0.88633,7548464256.06,疑似价值陷阱；净利大幅下滑
300953,震裕科技,电池,,49.84,19.527581668714287,47.074829931972786,88.84933333333333,50.0,105.5,1.092,-40.88244853130709,,34.704,5.429,6.15,286.75,65.6083257413,15.8136143362,预增,108.185,-42.32955787816505,6.243705941591138,,5.43479,18467791669.0,
600236,桂冠电力,电力,,49.82,72.6555,31.2568306010929,40.854,50.0,10.11,-3.068,,,24.731,4.405,9.0622,48.09,37.5916562809,55.6858113328,,,,,,0.31621,79690839578.22,
301607,富特科技,汽车零部件,,49.8,45.340357491,44.801112226770684,60.0,50.0,44.86,3.987,,,23.124,8.004,6.06,291.32,107.4020039802,17.2665004874,,,,,,6.99338,6809356686.22,
300529,健帆生物,医疗器械,,49.73,74.95465162113095,58.15384615384615,10.806000000000001,50.0,16.21,-0.977,,,23.493,3.876,10.6,-1.99,-8.9863740229,77.2501929391,,,,,,2.23619,8306037635.75,
600420,国药现代,化学制药,,49.68,16.927558998,95.4225085259568,3.0,100.0,8.73,0.115,-2.020202020202022,,12.434,0.841,1.0,-61.71,-20.8099548387,30.1985825972,预减,-59.97,-7.521186440677951,-1.46726862302482,,0.89873,11708437601.16,疑似价值陷阱；净利大幅下滑
300676,华大基因,医疗服务,,49.65,46.220726035000006,43.146341463414636,60.0,50.0,40.64,-3.1,,,-27.437,2.017,-0.11,81.93,20.3514535609,39.709016449,,,,,,2.38128,16907701007.999998,
603127,昭衍新药,医疗服务,,49.61,20.989281705605155,33.254835996635826,100.0,50.0,51.3,-1.156,20.28135990621336,,128.25,4.493,2.82,479.67,10.0223006179,20.4859408875,预增,2942.75,-3.6619718309859217,7.031087001877734,,6.35846,32201867428.2,
301421,波长光电,光学光电子,,49.59,46.38433739635715,17.83216783216783,84.85066666666667,50.0,80.58,1.601,-32.74912368552829,,259.935,7.689,2.37,102.65,8.8940390951,31.6430723549,预增,93.19,-39.138972809667685,19.75033437360676,,9.38718,3731537721.3,
300408,三环集团,元件,,49.59,32.89566628328571,32.89575289575289,78.0,60.0,129.09,0.537,31.095765207677477,,94.226,11.509,3.59,48.48,46.2513484871,43.4889327966,预增,67.5,-24.26962337205209,30.38076961923037,,2.81095,241373284552.53,
600008,首创环保,环境治理,,49.53,41.26742519728822,92.01058201058201,16.602,50.0,2.81,-1.056,,,11.64,0.974,1.39,7.67,-1.1284718794,37.8310512291,,,,,,0.71002,20627059802.37,疑似价值陷阱
688018,乐鑫科技,半导体,,49.52,43.15,77.53881987577638,28.758,50.0,112.0,0.0,,,35.533,5.579,7.26,27.93,18.8809951733,48.5086698803,,,,,,1.87061,26251042832.0,
300206,理邦仪器,医疗器械,,49.51,36.7,65.16483516483517,48.833999999999996,50.0,12.34,1.731,,,23.402,3.115,4.68,61.39,22.8215685205,58.4325392737,,,,,,1.77865,4175603832.1,
601997,贵阳银行,银行Ⅱ,,49.5,40.675,95.75757575757575,13.422,50.0,5.56,-0.537,,,4.058,0.308,2.27,2.37,14.5962211027,,,,,,,0.72569,20328461302.56,疑似价值陷阱
688557,兰剑智能,通用设备,,49.49,11.551588042785715,84.10706450197455,60.0,50.0,21.31,-2.783,,,19.916,2.574,0.26,95.0,15.865421538,25.2622232599,,,,,,2.02706,3160753071.6800003,
301200,大族数控,专用设备,,49.46,25.865721961357142,14.7906976744186,100.0,65.0,290.09,1.056,16.28718030946843,,148.764,12.666,3.74,176.53,103.6938649546,33.1220107459,预增,280.045,-25.145791402177853,13.18376902067888,,0.49779,123357312596.57,
688778,厦钨新能,电池,,49.39,38.025,65.29375386518244,46.623785285419,50.0,48.01,0.209,-30.44145984555425,,32.007,2.573,5.21,46.623785285419,91.089294086571,8.4098783116,,,-43.65089611624276,8.767557770729484,46.623785285419,0.85842,24230218894.83,
600600,青岛啤酒,非白酒,,49.37,62.662849417714284,67.14285714285715,15.138000000000002,50.0,52.55,-0.98,,,15.626,2.21,5.71,5.23,-1.5356682087,42.7429891848,,,,,,0.63026,37264568304.65,
603938,三孚股份,化学原料,,49.35,8.346963119714287,7.38351254480287,100.0,100.0,44.22,3.998,-12.53609715574192,,210.571,6.661,1.54,43.88,30.9127932237,16.2957483676,预增,206.825,-41.66996438464583,3.75410605349602,,3.79826,16919655257.339998,
600352,浙江龙盛,化学制品,,49.33,33.5951067357771,83.58908507223116,33.402,50.0,12.63,-4.1,,,22.465,1.24,1.63,35.67,11.8253147629,33.8508910413,,,,,,2.36087,41089581391.8,
600566,济川药业,中药Ⅱ,,49.33,56.75,82.68199233716476,6.5219999999999985,50.0,24.51,-1.96,,,12.699,1.507,2.7,-9.13,-20.839974115,82.1244147009,,,,,,0.53846,22517125233.6,
300525,博思软件,软件开发,,49.31,50.0,84.1880341880342,13.032,50.0,8.74,-1.577,,,38.149,2.627,-2.47,1.72,0.9469051487,60.0390618576,,,,,,3.58808,5389428714.34,
600936,北投科技,IT服务Ⅱ,,49.27,12.433851674571429,14.925925925925926,87.248,100.0,5.36,-10.067,-7.426597582037997,,-23.304,9.01,2.54,116.6090296634,2.4306198385,18.5173923444,扭亏,113.43,-17.665130568356368,17.543859649122815,,8.15959,8956700641.039999,
688208,道通科技,计算机设备,,49.25,62.3,71.68831168831169,10.542,50.0,26.5,-1.487,,,18.662,4.607,4.92,-2.43,18.7806024867,56.1660973699,,,,,,1.29249,17759939891.5,
603833,欧派家居,家居用品,,49.24,19.95791640821428,90.0,3.0,100.0,31.59,-2.53,-16.933999474099394,,9.573,1.04,0.82,-49.73,-23.0329695112,35.0710829715,预减,-60.0,-33.93977415307403,-3.718378543127099,,0.71469,19243139068.53,
300426,华智数媒,影视院线,,49.23,73.27224356481481,9.000000000000002,60.0,50.0,6.75,-3.156,,,-7.467,19.76,32.37,160.73,21.5264700497,-25.6804091291,,,,,,10.07864,2700000000.0,
601101,昊华能源,煤炭开采,,49.19,47.71128724407143,21.999999999999996,77.51466666666667,50.0,12.84,2.148,25.26829268292683,,35.667,1.502,2.64,15.64,2.6889945365,32.5558021417,预增,65.68,-6.686046511627907,22.519083969465647,,3.58665,18489573369.84,
688808,联讯仪器,通用设备,,49.18,67.28136633730159,0.0,100.0,20.0,2220.98,0.406,45.16209150326797,,982.735,222.225,12.43,515.17,142.5201479428,66.7567473152,预增,863.855,-17.74148148148148,39.99949571992285,,2.65731,42856349901.12,60日涨幅已高
688291,金橙子,软件开发,,49.17,38.45,50.529914529914535,60.0,50.0,41.76,1.854,,,112.865,4.23,5.38,342.76,-2.4338782195,63.5074130729,,,,,,1.26374,4287361392.0,
603105,芯能科技,电力,,49.16,47.72016324885715,56.39344262295083,3.0,100.0,7.07,-1.395,-21.444444444444443,,17.675,1.645,0.1,-91.7,-13.9972944592,41.4582285484,预减,-77.22,-30.88954056695992,4.123711340206193,,1.50057,3535080421.25,净利大幅下滑
603817,海峡环保,环境治理,,49.15,29.663322151499997,79.47089947089947,41.52,50.0,5.66,-0.176,,,14.974,0.987,2.09,49.2,5.1139640641,44.2136510121,,,,,,0.93588,3226675660.74,疑似价值陷阱
300986,志特新材,专业工程,,49.14,40.389135157714286,62.21052631578947,45.86399999999999,50.0,12.99,-9.979,,,30.209,3.354,1.74,56.44,21.7671172985,25.4547892208,,,,,,13.21188,7473367479.27,
603559,中通国脉,通信服务,,49.12,2.15,23.4,90.49066666666667,100.0,8.77,-4.362,-9.213250517598349,,-21.39,4.496,0.86,183.0283839506,32.9946745338,7.45580746,扭亏,125.59,-12.909632571996031,16.158940397350996,,4.22504,3519199105.83,
688220,翱捷科技,半导体,,49.11,39.3855827335,25.894409937888202,43.269333333333336,100.0,102.17,0.078,-10.18021978021978,,-106.427,7.856,-0.51,77.0789142364,24.1816052291,30.1398158269,减亏,83.51,-18.706238064926804,2.4979935794542385,,1.61707,42737801829.13,
600258,首旅酒店,酒店餐饮,,49.11,48.624963255,75.0,23.106,50.0,12.02,-1.475,,,16.547,1.096,1.39,18.51,0.6551658548,38.209948557,,,,,,1.03323,13421569574.52,
603369,今世缘,白酒Ⅱ,,49.11,70.075,69.81818181818181,2.544,50.0,29.76,-0.932,,,14.251,2.067,8.03,-15.76,-15.2304077993,74.400313498,,,,,,1.25529,37104769101.12,
603013,亚普股份,汽车零部件,,49.09,38.83950006357143,82.5334054221055,27.234,50.0,16.39,-1.384,,,15.913,1.798,3.54,25.39,11.2283934164,16.985300089,,,,,,0.5681,8329718653.96,
300454,深信服,软件开发,,49.03,50.0,39.60683760683761,56.496,50.0,124.07,4.789,,,133.409,4.926,-0.64,74.16,28.9094766813,60.3267834116,,,,,,7.1526,35732524517.66,
600905,三峡能源,电力,,49.02,49.10950781028571,54.15300546448088,3.0,100.0,3.73,-1.061,-7.878488515682891,,28.737,1.189,1.17,-57.49,-8.9177742046,39.6583109344,预减,-67.5,-14.035492048859188,-0.7714817770683724,,0.26663,106631935029.66,净利大幅下滑
600469,风神股份,汽车零部件,,49.02,6.450167739928572,88.35405885533328,60.0,50.0,5.21,-0.382,,,16.281,0.993,1.19,80.36,9.8417565671,14.8652348359,,,,,,0.88401,4408906190.32,疑似价值陷阱
601330,绿色动力,环境治理,,48.99,56.15,69.57671957671958,18.996,50.0,7.09,-1.116,,,16.114,1.226,2.46,11.66,8.0797073036,48.2702454642,,,,,,0.80736,7012683592.54,
600641,先导基电,半导体,,48.99,12.420529885,41.049689440993795,100.0,50.0,34.2,0.529,28.28207051762941,,-246.043,3.85,2.54,414.95,64.0557371166,18.498741839,预增,377.87,-29.104477611940293,6.343283582089576,,8.40376,31827543264.0,
601121,宝地矿业,冶钢原料,,48.98,24.104883001071425,15.0,100.0,65.0,7.17,0.561,7.206937799043067,,39.833,1.613,1.13,84.41,-3.3729150412,39.7918362015,预增,199.555,-7.698249227600407,9.969325153374232,,1.13069,5736000000.0,
600809,山西汾酒,白酒Ⅱ,,48.98,81.425,57.63636363636364,0.5819999999999993,50.0,123.52,-2.394,,,12.305,3.347,12.57,-19.03,-9.6801497592,75.0468361157,,,,,,0.56614,150689980701.44,
300787,海能实业,消费电子,,48.88,30.068365531785712,79.43220338983052,0.0,100.0,10.38,2.165,0.7766990291262044,,34.359,2.112,-0.59,-149.37,25.5177351304,17.0957117445,首亏,-122.03,-5.378304466727435,29.42643391521198,,6.41931,2040009083.46,净利大幅下滑
300476,胜宏科技,元件,,48.85,61.52035238464286,45.585585585585584,35.97,50.0,269.33,-0.726,,,53.758,15.209,7.62,39.95,27.9927826495,34.4584933385,,,,,,3.96753,233022954536.85,
600536,中国软件,IT服务Ⅱ,,48.75,50.0,16.901234567901234,38.112,100.0,31.29,-1.044,-18.87477313974592,,-625.8,8.311,-2.08,8.57,10.7721141982,52.0332093003,减亏,64.17,-27.98619102416572,-4.165390505359879,,1.62731,26397992954.55,
603803,瑞斯康达,通信设备,,48.72,24.824930975928574,41.00000000000001,44.076,100.0,11.14,3.628,-24.269204622705644,,-111.4,3.08,0.47,135.3287407444,17.2494995744,43.1099033663,减亏,86.535,-35.30778164924505,15.680166147455864,,11.04348,4733202824.9800005,
603379,三美股份,化学制品,,48.71,57.78985596556225,57.72070626003211,27.773999999999997,50.0,62.37,-1.469,,,18.344,4.417,6.05,26.29,15.3568125799,53.4236182533,,,,,,0.9306,38075577537.69,
600941,中国移动,通信服务,,48.7,49.96477543578571,86.62857142857143,8.219999999999999,50.0,97.71,1.665,,,15.387,1.491,5.6,-6.3,-1.054491889,25.3506856101,,,,,,1.52777,88209448284.56999,
301536,星宸科技,半导体,,48.7,42.025,28.385093167701857,100.0,20.0,122.31,0.008,40.03732496765553,,167.548,15.999,6.81,330.29,49.3470027725,46.0535806732,预增,673.86,-10.722627737226276,33.16276537833425,,7.41948,22895607875.22,60日涨幅已高
600980,北矿科技,专用设备,,48.68,23.967426354214282,60.7906976744186,25.181736729175004,100.0,19.02,1.224,-13.42740100136549,,28.901,2.432,4.5,25.181736729175,19.001340230731,27.8043968959,,,-20.94763092269326,15.904936014625214,25.181736729175,1.26612,3599792264.5199995,
301606,绿联科技,消费电子,,48.64,37.873399342714286,62.23728813559322,46.884,50.0,51.56,-0.444,,,30.362,5.91,6.79,58.14,53.4215811928,39.2577590798,,,,,,1.18529,8507337973.32,
601077,渝农商行,银行Ⅱ,,48.64,50.0,48.484848484848484,6.091700220808,100.0,6.57,0.613,-1.984186185290171,,6.257,0.549,6.0,6.091700220808,7.808154127942,,,,-7.892892191223888,-2.086438152011916,6.091700220808,0.68041,58067252627.130005,
600320,振华重工,专用设备,,48.58,32.292805112714284,75.13953488372094,40.434000000000005,50.0,4.06,-0.733,,,29.0,1.334,2.36,47.39,0.8924110977,11.9499271578,,,,,,0.77331,13439435949.94,
300008,天海防务,航海装备Ⅱ,,48.58,40.0388948135,46.285714285714285,60.0,50.0,6.27,2.117,,,36.306,4.324,3.46,108.11,36.1179220935,18.9444527389,,,,,,6.0589,10328508745.17,
601021,春秋航空,航空机场,,48.56,45.429259745785714,60.63492063492063,39.09,50.0,44.12,-0.809,,,18.538,2.315,5.3,45.15,14.158256146,20.0509636441,,,,,,0.49058,43164070622.76,
603682,锦和商管,一般零售,,48.52,39.94525699571428,5.833333333333333,92.32266666666666,60.0,11.84,-10.03,35.159817351598164,,-47.36,8.603,1.4,-83.09,-5.7932345965,26.023359794,预增,121.21,-10.030395136778116,46.71623296158612,,8.50322,5594400000.0,净利大幅下滑
301568,思泰克,自动化设备,,48.51,52.624284384728156,52.36363636363637,38.508,50.0,70.85,5.259,,,65.114,6.844,2.5,44.18,45.5563398038,50.8792886494,,,,,,8.4815,3385071300.0,
688073,毕得医药,医疗服务,,48.49,44.63481803117284,56.8713204373423,43.541999999999994,50.0,83.34,-1.756,,,47.623,3.607,2.26,52.57,9.0770537683,48.8833136155,,,,,,8.76208,7574184886.320001,
688283,坤恒顺维,通信设备,,48.48,26.125,62.550724637681164,60.0,50.0,29.18,1.46,,,74.821,3.588,0.45,707.6969013654,15.452817492,62.0356453143,,,,,,0.87309,3554124000.0,
600887,伊利股份,饮料乳品,,48.43,54.82923508678431,69.50226244343891,18.407999999999998,50.0,25.51,-1.468,,,13.94,2.708,9.44,10.68,5.4718973008,38.3747065224,,,,,,0.69566,160558147182.71,
300098,高新兴,通信设备,,48.37,43.16413171535714,41.66666666666667,60.0,50.0,4.64,0.216,,,-232.0,3.046,0.88,1277.66,35.6056573422,32.3497844015,,,,,,1.94362,7153690429.28,
600109,国金证券,证券Ⅱ,,48.36,39.825,82.35294117647058,23.297999999999995,50.0,8.64,-1.595,,,13.981,0.886,1.93,18.83,28.8273507248,,,,,,,0.54943,32014352822.4,疑似价值陷阱
600426,华鲁恒升,农化制品,,48.34,30.89161989377177,69.52380952380952,46.776,50.0,20.61,-1.34,,,13.186,1.659,3.32,57.96,7.3600136901,22.2802294227,,,,,,0.87054,56668823457.93001,
300179,四方达,通用设备,,48.32,46.77169770739064,10.971186192774606,86.19600000000001,50.0,36.99,2.864,38.42526756979267,,192.857,14.135,3.44,25.66,40.1983326828,46.8024088176,预增,98.235,-40.33870967741935,2.5221729490022327,,7.12345,13895501938.65,
600201,生物股份,动物保健Ⅱ,,48.31,29.799999999999997,0.0,77.46533333333333,100.0,13.53,-0.806,1.8518518518518376,,150.333,2.75,1.92,72.28,22.091454375,53.4823024165,预增,65.495,-11.418096111038366,16.83937823834196,,1.3183,14882023485.78,
600188,兖矿能源,煤炭开采,,48.31,45.9701229765,31.999999999999996,46.06666666666667,75.0,22.19,3.209,10.950000000000015,,26.451,2.912,3.84,42.14,1.8306135938,25.9181721671,略增,49.0,-17.662337662337656,19.42949407965555,,1.03388,132282401323.8,
605318,法狮龙,装修建材,,48.27,36.72752744971429,9.000000000000002,60.0,100.0,78.38,2.044,-20.547389761784096,,-1567.6,15.411,-0.15,87.6472877185,-6.5340880386,26.4185384296,增亏,-48.45,-41.5946348733234,2.243673362901122,,0.93622,9854641214.64,
300443,金雷股份,风电设备,,48.23,38.640963427857145,81.41176470588236,25.152,50.0,20.53,-1.629,,,20.8,1.034,1.08,21.92,27.7100374261,25.317348799,,,,,,1.64473,4984151143.85,
300221,银禧科技,塑料,,48.23,23.42352878907143,43.06306306306306,73.73333333333333,60.0,13.89,1.908,20.051858254105447,,57.516,4.37,6.16,95.45,18.5088274429,21.2329403047,预增,51.5,-23.513215859030836,19.227467811158803,,3.63194,6417426741.96,
300891,惠云钛业,化学原料,,48.22,0.0,12.887096774193548,100.0,100.0,7.14,0.281,-8.578745198463512,,-44.625,2.365,-0.6,-174.15,1.6167444729,8.9724456788,预增,164.6,-18.213058419244,17.821782178217816,,1.48269,2381006302.08,净利大幅下滑
600368,五洲交通,铁路公路,,48.2,56.75,72.27941176470588,12.407999999999998,50.0,3.93,-0.506,,,11.368,0.853,2.7,0.68,-8.3761171463,62.9698422682,,,,,,1.01825,6325939661.94,疑似价值陷阱
300381,溢多利,化学制药,,48.2,38.31864448164683,46.8021978021978,60.0,50.0,6.24,1.299,,,-154.839,1.168,0.64,238.47,5.0627412445,49.6600891134,,,,,,1.25724,2985547805.76,
605066,天正电气,电网设备,,48.18,36.01630473821429,66.51766402307138,3.0,100.0,6.93,0.289,-4.281767955801108,,38.5,1.944,1.08,-43.44,-2.0820050808,21.6428266335,预减,-60.595,-12.61034047919294,9.825673534072909,,2.06129,3481861556.25,
600061,国投资本,多元金融,,48.17,53.47500000000001,68.95104895104896,19.578,50.0,6.36,-1.548,,,12.72,0.743,1.39,12.63,31.81,67.839446212,,,,,,0.42335,40666461836.28,疑似价值陷阱
688580,伟思医疗,医疗器械,,48.16,33.925,51.934065934065934,60.0,50.0,50.27,0.379,,,34.91,2.743,3.57,85.35,10.5592064741,66.1569277133,,,,,,1.27191,4814422647.76,
601952,苏垦农发,种植业,,48.14,31.018706743714286,75.33333333333334,0.0,100.0,8.08,-0.737,-4.491725768321519,,20.2,1.572,2.01,-33.322217485089,-5.593639670238,11.3911894412,,,-15.569487983281094,1.3801756587201952,-33.322217485089,0.4872,11134240000.0,
603966,法兰泰克,专用设备,,48.1,15.948615876857142,86.62790697674419,46.65,50.0,7.85,-0.507,,,12.661,1.925,2.56,57.75,57.9228976675,23.3680622276,,,,,,1.0481,4079621889.6,
300531,优博讯,计算机设备,,48.05,20.050637804071428,45.862708719851575,42.286666666666676,100.0,16.64,1.402,-9.81518616877134,,64.697,3.714,3.32,103.77,26.9301173735,26.4508929257,略增,34.825,-20.91630625920821,1.4634146341463428,,2.95506,5185162744.32,
300394,天孚通信,通信设备,,48.05,48.37902339993682,31.33333333333333,42.81066666666667,75.0,267.71,4.103,11.376911683946012,,103.132,48.834,8.57,45.79,40.8242783073,56.6039337232,略增,36.79,-24.54026811586033,26.65468136443203,,4.82265,291372364865.5,
300236,上海新阳,电子化学品Ⅱ,,48.03,29.921813214402338,56.20071684587813,60.0,50.0,93.95,2.678,,,97.388,6.119,1.94,102.59,33.0492157554,42.184665469,,,,,,2.30284,26169782082.9,
300457,赢合科技,电池,,48.0,8.054904914071429,82.35003092145949,60.0,50.0,20.39,-0.827,,,24.274,1.911,0.9,308.19,53.1372158557,18.1268668797,,,,,,1.44053,12944514752.04,
600738,丽尚国潮,一般零售,,47.99,57.225,68.7017543859649,14.585999999999999,50.0,4.0,-0.744,,,18.182,1.41,2.89,4.31,-0.773896257,69.0400801357,,,,,,1.00708,3042664784.0,
600839,四川长虹,黑色家电,,47.98,1.5939999999999999,10.0,100.0,100.0,7.28,3.262,-11.6504854368932,,33.987,2.183,0.6376,-71.5,1.6380405681,8.4223206218,预增,247.365,-17.740112994350277,6.588579795021965,,3.81314,33596898833.68,净利大幅下滑
300140,节能环境,环境治理,,47.96,56.36108961719361,67.51322751322752,16.68,50.0,5.33,-2.202,,,18.961,1.143,4.11,7.8,-2.657950059,42.7903959988,,,,,,0.44939,16497767396.24,
300579,数字认证,软件开发,,47.96,50.0,17.444444444444446,34.385333333333335,100.0,21.88,-0.906,-12.724371759074591,,-62.64,7.464,-1.32,51.59,8.6218918214,52.7984667881,减亏,50.195,-21.12472963229993,7.307503678273663,,1.07106,5706779452.400001,
603979,金诚信,工业金属,,47.95,56.821672163,46.08150470219436,37.529999999999994,50.0,76.65,5.973,,,20.44,4.177,5.28,42.55,21.4473092393,36.0703410282,,,,,,1.93654,47813701257.0,
300442,润泽科技,通信服务,,47.94,60.425,46.05714285714285,33.21,50.0,70.9,3.428,,,23.633,8.144,4.17,35.35,53.5531800545,46.7988138457,,,,,,3.08926,116008591645.7,
600862,中航高科,航空装备Ⅱ,,47.89,54.863417123071436,85.73593073593074,0.0,50.0,18.07,0.166,,,24.419,3.174,3.22,-29.87,-22.8450374907,40.5387839723,,,,,,0.56053,25172397363.49,
688035,德邦科技,电子化学品Ⅱ,,47.87,29.20534596605159,74.83870967741936,41.598,50.0,65.69,6.02,,,86.434,3.892,2.89,49.33,27.5411972033,26.9878095315,,,,,,6.32706,9343745600.0,
300271,华宇软件,IT服务Ⅱ,,47.86,44.11422529592858,23.51234567901235,35.0,100.0,5.68,-0.176,-5.175292153589329,,-23.667,1.305,-1.58,-23.87,-29.0909681868,36.7599154143,略增,7.5,-15.60178306092126,14.05622489959837,,1.77927,4568091458.72,
600558,大西洋,通用设备,,47.85,27.183982489128265,85.1601579640193,33.623999999999995,50.0,5.01,4.375,,,24.68,1.813,2.27,36.04,7.2521601699,16.385288797,,,,,,5.25118,4497000203.309999,
688049,炬芯科技,半导体,,47.77,30.875000000000004,91.52950310559007,22.493999999999996,50.0,41.25,0.0,,,34.958,3.467,2.35,17.49,23.7391663995,49.4738495651,,,,,,2.7952,7260658515.0,
688123,聚辰股份,半导体,,47.77,34.531270059649124,60.65217391304347,9.0,100.0,143.81,3.55,-6.556205328135157,,62.526,8.536,1.16,-69.0,7.2502715686,48.9346466043,略减,-47.3,-33.7647383935151,8.864496593489779,,5.76428,22851778447.890003,净利大幅下滑
688511,天微电子,军工电子Ⅱ,,47.77,51.574999999999996,46.2020905923345,3.0,100.0,23.42,1.693,-11.522478277295043,,70.563,3.814,0.63,-66.07,-57.9448593392,53.5567477709,预减,-94.12,-28.159509202453982,5.972850678733033,,0.98926,3130736066.7000003,净利大幅下滑
688416,恒烁股份,半导体,,47.76,51.09171425378559,29.745341614906835,60.0,50.0,75.24,4.908,,,-62.182,6.1,3.74,284.7089215799,192.0756032709,41.7647811682,,,,,,5.43505,8116943416.56,
600097,开创国际,渔业,,47.74,34.12459625828571,70.0,0.0,100.0,8.6,1.296,-9.282700421940936,,27.742,0.92,-1.54,-372.22,-14.1301348133,22.7744347616,首亏,-222.24,-17.466410748560467,6.567534076827752,,1.97662,2072054407.4,疑似价值陷阱；净利大幅下滑
603615,茶花股份,家居用品,,47.73,1.875,11.666666666666666,97.0,100.0,17.15,0.882,-19.70973782771536,,659.615,3.613,0.75,334.4884950326,219.40023019,8.8652231809,扭亏,309.33,-25.82179930795848,14.7925033467202,,2.41677,4147213000.0,
688097,博众精工,自动化设备,,47.69,10.9588742845,77.59440559440559,60.0,50.0,44.63,1.455,,,33.607,4.153,0.59,191.9331783377,100.8970389662,23.2774239983,,,,,,1.07746,19933889751.95,
688553,汇宇制药,化学制药,,47.65,44.565335615555554,37.13186813186813,60.0,50.0,12.47,0.565,,,-207.833,2.064,0.58,185.34,12.6139879742,79.1758495172,,,,,,2.66399,6327423300.44,
603392,万泰生物,医疗器械,,47.64,50.0,26.582417582417584,23.96933333333333,100.0,30.1,-2.463,-20.64329027155286,,-97.097,3.219,-0.36,18.5556701427,30.6320573795,69.8578030772,减亏,11.135,-34.82026851450845,5.429071803852903,,0.46714,38058223400.4,
603005,晶方科技,半导体,,47.62,53.525,74.18478260869566,12.072000000000001,50.0,33.51,1.239,,,58.789,4.689,1.41,0.12,14.8624064297,47.408201321,,,,,,4.20784,21854273868.06,
603890,春秋电子,消费电子,,47.62,37.538053598785716,72.50847457627118,42.413999999999994,38.139860000000006,22.09,8.02,,,34.516,2.991,1.82,50.69,27.6722649132,21.1832750383,,,,,,20.93007,9870511435.67,换手过热；当日已大涨
300841,康华生物,生物制品,,47.61,39.77778340904295,71.42857142857143,31.283999999999995,50.0,48.84,-0.53,,,28.862,1.78,0.77,32.14,25.0169414058,90.9792909589,,,,,,2.64969,5937194355.839999,
603568,伟明环保,环境治理,,47.59,65.2,72.11640211640213,0.0,50.0,15.61,0.45,,,11.916,2.087,6.08,-34.76,-21.3884539765,45.1907172632,,,,,,0.23516,31976420294.980003,
300975,商络电子,元件,,47.58,29.88359649307143,54.440154440154444,60.0,50.0,27.83,4.31,,,62.793,7.201,10.1,600.35,106.1082250572,16.4870350903,,,,,,11.83448,13762654795.12,
301216,万凯新材,塑料,,47.56,14.950000000000003,72.31231231231232,60.0,50.0,16.78,0.781,,,52.438,1.488,5.98,693.98,10.2211115586,8.5653323597,,,,,,1.20179,9138568821.28,
688195,腾景科技,光学光电子,,47.54,23.067914233,10.629370629370626,71.84133333333334,100.0,164.08,3.684,-28.39530956111141,,298.327,29.191,1.45,10.74,51.1714357439,37.2200799262,预增,44.405,-38.814702668839416,33.39837398373984,,6.3313,29713247200.000004,
300407,凯发电气,电网设备,,47.53,35.565161068857144,47.44051910598414,60.0,50.0,12.61,-0.63,,,57.318,2.321,0.44,262.51,10.4656295958,23.2512254964,,,,,,3.30555,3266914388.66,
603199,九华旅游,旅游及景区,,47.51,49.37896170153806,78.0,12.785999999999998,50.0,32.86,-0.061,,,17.115,2.112,4.12,1.31,0.1669465705,54.6533569358,,,,,,0.92591,3636944800.0,
688690,纳微科技,化学制药,,47.51,33.75,13.550587343690795,96.0,50.0,43.85,0.091,26.81473769448781,,129.199,8.661,3.5,133.22,34.0310488489,74.1949425234,预增,135.0,-4.570184983677916,35.75851393188856,,2.54245,17707277445.25,
600098,广州发展,电力,,47.5,27.829294104998908,93.58834244080145,23.022000000000002,50.0,6.2,-0.322,,,9.357,0.782,1.9498,18.37,7.7818455577,8.2104040008,,,,,,0.60153,21736362882.2,疑似价值陷阱
601949,中国出版,出版,,47.49,37.28516493428572,62.22222222222222,3.0,100.0,5.17,-2.637,-0.7296466973886417,,15.21,0.989,-1.0,-250.5734855336,-15.462752584,27.199230908,预减,-88.71,-10.522672204915196,4.275917708753529,,0.94109,9843514839.18,疑似价值陷阱；净利大幅下滑
600663,陆家嘴,房地产开发,,47.48,58.91504425714286,45.67307692307693,33.54599999999999,50.0,9.3,-0.641,,,38.209,1.836,4.36,35.91,22.7478103144,42.22106196,,,,,,0.57237,36590084414.7,
601567,三星电气,电网设备,,47.48,14.329649046214286,89.71881759192502,3.0,100.0,15.28,-2.551,-14.474420687339084,,16.978,1.836,1.44,-65.8,-10.8408922025,25.0215086647,预减,-57.305,-24.07830666799165,9.691313711414208,,0.98018,21471599632.0,净利大幅下滑
