序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
1063,603922,ST金鸿顺,0.07,317439965.24,14.4203312393,48.2607,11794188.98,45.44,-65.1725,5.228967890234,1.27,0.527336124219,16.5484780312,汽车零部件,2026-08-25
1064,603887,城地香江,-0.01,1473124061.59,14.587573369,100.7614,-6453161.34,-117.27,151.8899,5.845130109995,-0.18,0.305309746066,16.5820007418,IT服务Ⅱ,2026-08-25
1065,603882,金域医学,0.41,2884285424.41,-3.7586371389,13.4961,190192822.54,324.27,244.4739,13.630203215517,2.92,0.523726141319,36.7124685643,医疗服务,2026-08-25
1066,603866,桃李面包,0.0908,2559601076.74,-1.9845162003,18.869,145237670.81,-28.75,80.1785,3.146594779976,2.75,0.205168260175,21.6398312309,休闲食品,2026-08-25
1067,603861,白云电器,0.16,2251334136.55,-0.0816969797,31.1366,86273417.44,6.83,53.4217,7.404766917467,2.15,-0.815068529971,17.9699764549,电网设备,2026-08-25
1068,603856,东宏股份,0.37,1074115564.28,1.2808163796,5.094,103005728.11,1.12,30.9041,9.80414476381,3.72,0.147982563324,21.1697417701,装修建材,2026-08-25
1069,603823,百合花,0.28,1191443688.8,5.8722709515,7.9799,115492755.02,16.03,68.9727,6.059004883842,4.6,0.312313058988,22.5383017128,化学制品,2026-08-25
1070,603719,良品铺子,0.04,3144999185.73,11.1809682289,-45.8341,16194383.37,117.3103564297,-166.0508,4.763862263491,0.81,0.104667315935,26.7692832338,休闲食品,2026-08-25
1071,603696,安记食品,0.07,264430402.67,0.5258750013,0.3744,16629486.48,33.05,-51.4349,2.409626004337,2.93,-0.213691803486,20.0390792416,调味发酵品Ⅱ,2026-08-25
1072,603690,至纯科技,-0.759,1019752005.8,-36.5689968163,-35.7026,-286733148.05,-710.0868401863,-163.6293,8.410462032735,-8.54,0.44884430001,21.8252261407,半导体,2026-08-25
1073,603682,锦和商管,0.05,454229042.11,-7.4373961768,-0.0888,22852570.17,-69.71,50.7832,1.405326629164,3.24,0.570452888571,26.3967148981,一般零售,2026-08-25
1074,603679,华体科技,-0.1636,282967499.75,46.4249517536,-3.1391,-28217973.08,-12.3829168113,0.0166,4.875548488378,-3.48,-0.272303392615,19.8254287752,光学光电子,2026-08-25
1075,603665,康隆达,0.26,750542443.94,5.1964225123,12.1719,42848676.05,-61.77,68.0913,4.060368528033,6.43,0.510967468305,24.2796256882,服装家纺,2026-08-25
1076,603658,安图生物,0.87,2057927123.1,-0.1155195144,7.4101,497124027.29,-12.94,10.2472,15.180265627338,5.49,0.377725945946,67.2469914632,医疗器械,2026-08-25
1077,603630,拉芳家化,0.17,439677955.01,7.2269252856,-3.0601,37181562.12,484.49,-26.7511,8.454114429289,1.97,0.194496139688,51.068009299,化妆品,2026-08-25
1078,603626,科森科技,0.49,1108886829.08,-29.9140324986,-22.6744,271784642.03,358.3151298649,-129.4931,3.888561597164,13.45,-0.105951330621,8.243609292,消费电子,2026-08-25
1079,603607,京华激光,0.27,373271855.44,-17.769217749,-9.0131,48543747.06,2.03,-18.2906,5.613961316414,4.55,0.377038763242,29.9362888071,包装印刷,2026-08-25
1080,603605,珀莱雅,2.96,5374800725.36,0.2407779263,33.1452,1167896499.41,46.26,118.4998,16.81273586628,17.61,2.401259326445,74.320781037,化妆品,2026-08-25
1081,603601,再升科技,0.0386,651811421.27,-0.9899484768,16.6611,44841778.34,-25.62,113.4308,2.385509605179,1.8,0.070409606004,19.3601348814,专业工程,2026-08-25
1082,603599,广信股份,0.39,1617139455.16,-14.4303052991,-22.6277,357022611.51,1.84,26.9304,11.225886372698,3.52,0.296717541268,41.2313470779,农化制品,2026-08-25
1083,603566,普莱柯,0.23,491269576.2,-12.1838438682,-2.8928,77324243.29,-33.45,-10.1735,7.358474301156,2.95,0.225595750335,55.7566700464,动物保健Ⅱ,2026-08-25
1084,603551,奥普科技,0.28,853194952.24,4.0431138222,27.5875,107244937.92,-19.31,60.9803,3.332591669025,7.46,0.028300606225,43.9300824608,厨卫电器,2026-08-25
1085,603536,惠发食品,0.02,675700319.76,-8.0254000582,2.4601,3632158.7,112.1097970166,318.2084,1.458695398208,0.95,0.248185618761,19.6539398556,食品加工,2026-08-25
1086,603529,爱玛科技,0.77,11439706808.78,-12.2100885296,25.092,665066034.88,-45.15,139.1079,11.336493331279,6.48,-0.695864830265,17.4299664075,摩托车及其他,2026-08-25
1087,603518,锦泓集团,0.42,1926320316.46,-3.3713307871,-20.7679,145864437.98,28.26,-68.3371,11.026102111115,3.83,0.256533386847,68.6852701736,服装家纺,2026-08-25
1088,603501,豪威集团,0.97,14024560916.08,0.4925959227,18.6543,1219762603.08,-39.85,42.522,25.744702807945,3.73,0.323365797213,28.7771546834,半导体,2026-08-25
1089,603458,勘设股份,-0.42,455785229.45,-20.2587165027,33.3896,-129782020.03,-33.4882349469,-613.504,8.04898515099,-5.13,-0.213722789152,21.80157513,工程咨询服务Ⅱ,2026-08-25
1090,603418,友升股份,1.29,2240565822.97,2.966367107,17.4896,249555127.16,12.68,41.8206,23.893239151707,5.36,0.671308179601,20.6389871625,汽车零部件,2026-08-25
1091,603390,通达电气,0.21,399121582.91,-5.2754390982,-9.4381,72618647.69,128.84,-86.2784,4.83089553975,4.32,0.102734703325,31.992667194,汽车零部件,2026-08-25
1092,603379,三美股份,1.76,3413677694.56,20.7268901255,44.1844,1070354964.77,7.61,11.6074,13.896089059779,12.56,1.360239630456,51.9584079873,化学制品,2026-08-25
1093,603376,大明电子,0.08,1165392043.18,-10.1689720638,34.9251,32636660.48,-71.46,41.2145,4.280800234924,1.87,0.527488585229,12.8662286736,汽车零部件,2026-08-25
1094,603370,华新精科,0.38,713497893.77,-5.0711169002,20.7286,66908252.55,-31.97,0.2599,11.160167832524,3.4,-0.098488763647,18.5609400625,电机Ⅱ,2026-08-25
1095,603367,辰欣药业,0.58,1693162287.42,-2.6791075511,-0.8868,264430288.75,15.4,2.2486,14.095518574299,4.18,0.943411219404,54.5701815222,化学制药,2026-08-25
1096,603357,设计总院,-0.05,779445555.54,-40.6738514484,25.3304,-29748938.85,-116.8,-349.3497,6.933325201936,-0.75,-0.514192645166,32.1824530959,工程咨询服务Ⅱ,2026-08-25
1097,603345,安井食品,2.48,9266340428.6,21.8543360468,-3.2695,822086578.17,21.62,-54.0223,47.510753298912,5.2,1.455264739004,21.2421657061,食品加工,2026-08-25
1098,603337,杰克科技,1.09,3920713685.78,16.241793394,-6.2249,491748025.06,3.01,-8.4206,11.346502536857,9.18,1.183043286148,32.4199470492,专用设备,2026-08-25
1099,603335,迪生力,-0.1,348210327.67,-30.8858363217,3.7671,-41284842.2,28.5717165027,-8.3285,0.604328276124,-14.66,0.061939580786,15.1505482227,汽车零部件,2026-08-25
1100,603299,苏盐井神,0.1831,2190441716.63,-7.1220708406,-10.2716,174810083.24,-49.21,-40.07,8.422932960442,2.44,0.024397394364,29.6135680687,化学原料,2026-08-25
1101,603290,斯达半导,0.27,1927751197.98,-0.4060340699,23.0902,65000453.56,-76.4,44.1167,28.728881861634,0.93,0.876315143157,20.5777103023,半导体,2026-08-25
1102,603283,赛腾股份,0.51,1530331919.97,11.4347646614,-2.4787,181057739.4,47.79,-1.1752,9.926264379217,5.12,0.027238655875,45.2874396604,自动化设备,2026-08-25
1103,603280,南方路机,0.3,420282474.74,-15.8415865708,22.0491,32134835.26,-44.37,86.553,12.708553839774,2.31,-0.047244936882,30.9393489796,工程机械,2026-08-25
1104,603278,大业股份,-0.19,2463009938.38,-2.3106535056,16.7345,-63991393.31,-250.93,-60.5766,5.550252290623,-3.32,0.304928976524,6.8271718762,通用设备,2026-08-25
1105,603268,松发股份,3.72,23504457854.74,251.874251691,64.4416,3608650181.02,457.67,130.0203,13.453155403237,32.06,8.765251921756,23.6588177372,航海装备Ⅱ,2026-08-25
1106,603261,立航科技,-0.29,118405865.79,117.8984349639,9.0383,-22829997.43,48.7726869541,11.8938,6.319998065416,-4.0,-1.256543093298,8.6638464079,航空装备Ⅱ,2026-08-25
1107,603255,鼎际得,0.32,703715848.61,60.5051885959,30.4387,43578097.31,931.1,189.8433,11.987104439906,2.73,2.209367019728,19.1715211341,化学制品,2026-08-25
1108,603233,大参林,0.81,13991095399.26,3.4647439278,0.6396,926701008.2,16.1,-18.7,6.622803610596,11.59,1.13214695445,35.5978311423,医药商业,2026-08-25
1109,603214,爱婴室,0.3051,1807580023.26,-1.4858275552,3.2174,42270394.05,-9.56,293.674,8.56959298206,3.54,2.245104861457,26.4240904853,专业连锁Ⅱ,2026-08-25
1110,603202,天有为,1.82,1811918695.1,-10.7181058079,25.4273,291748484.54,-44.51,29.8723,42.514985718813,4.28,2.64262747775,29.9377923472,汽车零部件,2026-08-25
1111,603178,圣龙股份,0.06,787451618.74,-5.4680161354,12.7962,14024708.78,125.4341826778,-125.7068,4.794588966956,1.23,0.101740026382,12.933817805,汽车零部件,2026-08-25
1112,603151,邦基科技,-0.0028,2675458884.01,11.8155700631,-14.822,-479718.35,-100.74,-211.8676,7.863527127342,-0.03,0.84017188598,5.9438766531,饲料,2026-08-25
1113,603136,天目湖,0.14,226215314.34,-8.1598008795,25.7501,38342112.11,-29.94,166.6625,5.011221511305,2.78,0.231010535759,48.395914096,旅游及景区,2026-08-25
1114,603131,上海沪工,0.02,465054607.38,7.9635890358,33.7789,6958683.65,45.27,-140.8725,4.887035363445,0.43,-0.106927633608,17.995988852,通用设备,2026-08-25
1115,603128,华贸物流,0.17,9801024046.36,11.727147597,26.1427,221063359.6,-2.9,40.1949,4.912996806269,3.49,-0.32919212583,9.7808077173,物流,2026-08-25
1116,603120,肯特催化,0.46,335029231.96,13.2775619981,3.6576,41144234.74,4.56,12.4791,13.425712573783,3.45,0.610576012611,26.9945320804,化学制品,2026-08-25
1117,603113,金能科技,-0.69,8523582054.24,-0.2750807298,56.4872,-588749710.3,-2327.17,100.3046,8.884492290508,-7.48,-0.633511993184,-3.9834794113,化学原料,2026-08-25
1118,603109,神驰机电,0.3118,1640117820.58,6.1057434543,18.2368,65129695.61,-44.65,80.507,9.362891825964,3.3,0.523317748437,22.3089070803,通用设备,2026-08-25
1119,603107,上海汽配,0.19,1089075706.28,2.2446055602,31.0184,63068643.03,-24.45,-59.1349,6.219587561682,2.93,0.121955052248,19.3069699257,汽车零部件,2026-08-25
1120,603099,长白山,0.0047,277259936.98,17.744162661,-22.6803,1268509.54,161.84,-184.3325,5.509874514395,0.08,0.111616045493,19.4394335716,旅游及景区,2026-08-25
1121,603086,先达股份,0.17,1572302329.19,10.5218049147,47.7708,72367166.67,-46.8,129.4276,4.901818696842,3.39,0.090712485179,18.6965874198,农化制品,2026-08-25
1122,603085,天成自控,0.13,1530462844.27,32.4254670038,-3.872,50599444.85,117.44,1.4916,2.509625348351,5.25,0.186722910854,18.7604732898,汽车零部件,2026-08-25
1123,603083,剑桥科技,0.93,2705007720.63,32.9159651292,10.2525,327746411.73,171.08,76.979,25.431960582481,4.32,-3.022764901802,30.7697872846,通信设备,2026-08-25
1124,603082,北自科技,0.31,984030896.9,4.0533756259,30.8811,50003658.96,-34.33,63.0716,10.368673589632,2.97,0.359730515282,12.85776782,自动化设备,2026-08-25
1125,603073,彩蝶实业,0.22,395722696.83,4.0574373794,15.6927,25450185.47,-43.61,-7.7464,11.971561319483,1.83,-0.111818306638,23.7542164281,化学纤维,2026-08-25
1126,603069,海汽集团,-0.14,281171506.64,-22.4554287346,-13.9423,-44647582.13,-60.74,-14.396,2.369140960728,-5.79,0.03916692481,8.6032388627,铁路公路,2026-08-25
1127,603028,赛福天,-0.11,595155259.14,-43.8903430508,26.7459,-32437718.42,-1152.19,-469.6638,1.531607104585,-7.13,-0.250600022436,4.8054905104,通用设备,2026-08-25
1128,603017,中衡设计,0.24,534969337.38,2.7740033187,37.371,66568441.16,16.15,117.7024,5.419497283092,4.42,0.009380775124,27.0507941331,工程咨询服务Ⅱ,2026-08-25
1129,603010,万盛股份,0.004,1967525586.29,21.2167083224,0.6681,2165758.57,-91.77,-184.5866,4.40592526319,0.083,0.054385245911,15.4661927754,化学制品,2026-08-25
1130,603005,晶方科技,0.2,676483061.39,1.388428093,2.5251,132713482.94,-19.5,2.8124,7.099453256532,2.88,0.308553153071,46.0054141756,半导体,2026-08-25
1131,601997,贵阳银行,0.65,7207186000.0,10.8666000182,7.6416,2360268000.0,-4.61,-40.2133,18.058107629838,3.6,7.773418999737,,银行Ⅱ,2026-08-25
1132,601969,海南矿业,0.26,2719129330.0,12.5813802732,27.9928,514472850.0,83.39,56.4344,3.584096723958,7.3,0.214529248754,30.6336153566,油气开采Ⅱ,2026-08-25
1133,601929,吉视传媒,-0.0632,1014436325.68,1.7322629108,-7.7296,-220433929.86,5.07,-20.3042,1.306462480645,-4.72,0.007679642984,10.2530454122,电视广播Ⅱ,2026-08-25
1134,601890,亚星锚链,0.1592,1113325698.69,12.2960559867,3.6693,152773219.9,33.37,-18.9692,4.069433383542,3.93,-0.30232062488,27.0973636183,航海装备Ⅱ,2026-08-25
1135,601777,千里科技,0.0173,5119574399.69,22.3596303447,16.8397,78318026.34,151.25,-38.0862,2.284092108783,0.76,0.168729532333,26.3645318367,摩托车及其他,2026-08-25
1136,601698,中国卫通,0.0268,1228580915.52,0.6600369903,26.5022,113068623.5,-37.36,221.2462,3.758463810955,0.7047,0.05672862262,22.7956845237,航天装备Ⅱ,2026-08-25
1137,601686,友发集团,0.2,25023615428.16,0.5444149373,35.0802,278467306.38,-2.88,15.6066,4.664015969986,4.04,0.45119150916,2.8287715266,普钢,2026-08-25
1138,601666,平煤股份,0.1281,12280128893.71,21.3438753172,-6.2534,316755460.63,22.84,63.7002,8.917436571479,1.45,1.033809126563,16.3127142466,煤炭开采,2026-08-25
1139,601566,九牧王,0.07,1555167484.09,3.9165775156,-35.6918,39825029.4,-77.15,-142.6366,6.534633734157,1.0,0.266402110758,66.7998432894,服装家纺,2026-08-25
1140,601528,瑞丰银行,0.46,2214240000.0,-1.9643523641,7.3404,898022000.0,0.94,12.7117,10.397403678903,4.465,5.546888354218,,银行Ⅱ,2026-08-25
1141,601388,怡球资源,0.1024,4032683878.16,12.6161437349,15.0802,225458634.41,667.13,175.9618,2.14046812978,4.77,-0.146266188726,11.6219725302,工业金属,2026-08-25
1142,601228,广州港,0.074,6564252416.96,-4.9920225425,17.855,555891311.58,0.76,38.4519,2.863282395776,2.58,0.242321704268,24.1843056617,航运港口,2026-08-25
1143,601218,吉鑫科技,0.123,996164041.11,39.32933891,10.4953,119191997.16,46.14,-17.2154,3.149481582748,3.96,0.301735420942,18.2903799174,风电设备,2026-08-25
1144,601137,博威合金,0.43,12635700740.21,23.618926765,23.2105,394438520.63,-41.66,631.7419,10.654146912974,4.38,-0.436916733486,9.8239581771,金属新材料,2026-08-25
1145,601100,恒立液压,1.07,6832528870.28,32.126910021,12.8587,1436337628.27,0.5,20.2324,13.359386734437,7.99,0.935382865344,39.271234599,工程机械,2026-08-25
1146,601069,西部黄金,0.6001,11043395827.6,119.6207740424,-63.3749,546703059.57,315.67,-95.3654,5.641347150441,10.92,1.520714750721,9.5926149217,贵金属,2026-08-25
1147,601065,江盐集团,0.07,1032210800.37,-9.652354778,-3.9214,43938146.86,-70.25,-32.8916,6.917398096531,0.98,0.279969025263,24.3174401053,化学原料,2026-08-25
1148,601008,连云港,0.06,1296717811.59,5.3093162054,7.9846,75657615.39,35.83,45.4773,3.383776846596,1.8,0.497532724529,23.4407282666,航运港口,2026-08-25
1149,600998,九州通,0.23,87279261877.46,7.6110790185,-5.1047,1200566288.97,-16.95,-36.2478,5.351258969558,4.22,-0.551468341733,7.7727919765,医药商业,2026-08-25
1150,600983,惠而浦,0.23,1916878621.23,-12.4952777053,-1.6352,177286140.01,-17.79,-13.769,3.447924591259,5.78,0.214253563676,16.120621252,白色家电,2026-08-25
1151,600979,广安爱众,0.0643,1441733592.68,0.2005573052,1.5875,81135266.97,4.43,130.2054,3.354029116443,1.95,0.084281705603,25.7604829842,电力,2026-08-25
1152,600977,中国电影,-0.059,1511943452.42,-11.9346171581,-22.5309,-110059525.47,0.28,103.4559,5.853617355394,-1.0,-0.294168990798,6.3997515572,影视院线,2026-08-25
1153,600959,江苏有线,0.02,3652031676.29,-11.8735466863,10.4993,104000031.66,-48.69,-35.7508,4.520005832559,0.46,-0.009657443132,17.9720268622,电视广播Ⅱ,2026-08-25
1154,600909,华安证券,0.43,4006745933.45,65.2782271599,212.1281,2096652466.67,102.55,283.8265,5.436840466248,8.08,1.039544097725,,证券Ⅱ,2026-08-25
1155,600894,广日股份,0.1538,3119942000.77,0.1115349994,29.9428,131339770.92,-41.06,1248.3541,10.195566257559,1.49,0.131010402904,13.2172055954,专用设备,2026-08-25
1156,600893,航发动力,0.05,20754568567.75,47.2120902772,93.2585,146221290.78,59.32,5513.3895,15.069022663287,0.36,-2.799027787863,9.0467456922,航空装备Ⅱ,2026-08-25
1157,600877,电科芯片,-0.011,362960611.29,-19.015195377,31.8731,-12585576.8,-249.43,-841.4171,2.104673716251,-0.5,-0.022562530287,32.6572428283,半导体,2026-08-25
1158,600867,通化东宝,0.15,1552832100.85,11.1269402146,7.6944,295702716.66,37.32,33.205,3.489679132853,4.07,0.272135993938,70.7906825045,生物制品,2026-08-25
1159,600858,银座股份,0.1427,2875305414.79,-3.2561007258,-21.7097,74219416.69,-28.73,-95.4597,5.288617439603,2.7301,1.05614921675,38.0857803062,一般零售,2026-08-25
1160,600857,宁波中百,0.05,93790917.75,-67.5365510743,-23.1216,11575475.83,-34.36,-139.2331,3.785424611356,1.34,-0.061280953298,26.2088651649,一般零售,2026-08-25
1161,600843,上工申贝,-0.0712,2210681055.1,0.8881275999,9.3859,-50016614.48,28.0708383494,-4614.301,3.725717576673,-1.8451,-0.391773795201,14.6793894629,专用设备,2026-08-25
1162,600798,宁波海运,-0.0078,1920374478.65,65.9934434943,111.1556,-9395623.71,76.0520889974,86.5047,3.250642848897,-0.24,0.147058698123,5.5803071449,航运港口,2026-08-25
1163,600792,云煤能源,-0.22,2844781077.19,10.7959873552,-8.668,-248685305.85,-52.1469515551,-55.5387,2.059990621165,-10.31,0.084087103824,-1.8795746207,焦炭Ⅱ,2026-08-25
1164,600790,轻纺城,0.28,457609425.52,-11.188294479,6.2289,379610402.12,127.56,-91.3174,3.847315808773,6.67,-0.12795121684,28.0148650728,一般零售,2026-08-25
1165,600778,友好集团,0.0416,715193140.12,-9.382374902,-36.3963,12957145.57,6.75,-138.6847,0.790104133934,5.44,0.333147797952,29.6321493848,一般零售,2026-08-25
1166,600761,安徽合力,0.75,11173876483.13,12.1145493773,15.3504,672230682.0,-17.8,6.4656,12.393364365381,6.1,0.698789597326,22.8615153099,工程机械,2026-08-25
1167,600759,ST洲际,0.0475,1369159184.1,29.6452623199,-1.5542,193522236.63,288.9,-25.3809,2.172070570741,2.19,0.104194088802,63.9776227719,油气开采Ⅱ,2026-08-25
1168,600751,海航科技,0.0155,914252029.43,35.3537634532,-10.5024,44898889.97,-37.2,144.2495,2.589474939319,0.6,-0.062937825568,5.2751841109,航运港口,2026-08-25
1169,600749,西藏旅游,0.013,94229978.44,4.3062371171,186.0537,2909236.14,38.98,214.5475,4.683883988729,0.2741,0.004272270664,27.9161146437,旅游及景区,2026-08-25
1170,600740,山西焦化,-0.0057,3104221431.71,-3.7601284395,12.202,-14603482.12,81.1837792589,119.7821,5.909886228823,-0.1,-0.037921510307,-4.9148409396,焦炭Ⅱ,2026-08-25
1171,600731,湖南海利,0.1469,920468093.24,3.9562807932,9.8001,78892052.98,-45.0,-23.2329,5.886510428222,2.46,0.230339978891,28.5665445485,农化制品,2026-08-25
1172,600729,重百集团,1.01,7587043500.87,-5.6523263602,-14.0736,446278141.16,-42.33,-39.9669,18.03950054791,5.53,3.116697616691,28.6598083232,一般零售,2026-08-25
1173,600725,云维股份,-0.0015,296446043.67,-9.2357119903,60.5774,-1909024.9,86.8616770196,81.4281,0.207984939585,-0.74,-0.03309609395,3.32494097,贸易Ⅱ,2026-08-25
1174,600721,百花医药,0.0384,157357180.82,-22.1338001929,34.2222,14760272.46,-42.08,22.2021,2.082086234466,1.82,-0.002631765737,45.8283318271,医疗服务,2026-08-25
1175,600706,曲江文旅,0.03,389584481.14,-26.746492967,-26.1685,6812781.95,149.0810455094,247.2337,1.84289231954,1.46,0.400466027798,10.7130816243,旅游及景区,2026-08-25
1176,600704,物产中大,0.38,289876523972.67,0.4641265849,15.9992,1984908838.21,-2.69,4.4281,8.105003466174,4.75,-0.559201299878,3.2624816156,物流,2026-08-25
1177,600686,金龙汽车,0.39,11084904933.26,7.3383984459,-7.578,276146647.04,137.58,-15.8951,5.045379756943,7.73,1.627329610728,13.1048432501,商用车,2026-08-25
1178,600666,奥瑞德,-0.0029,303342602.95,38.2879463387,51.3127,-7969359.09,-112.98,117.7899,0.404941286745,-0.7458,0.027423850383,15.3306597879,IT服务Ⅱ,2026-08-25
1179,600650,锦江在线,0.104,705474286.37,-13.2440435342,8.2106,57396477.87,-26.25,215.5168,7.895024652857,1.32,0.089514406831,13.4523198398,铁路公路,2026-08-25
1180,600648,外高桥,0.08,3255067478.91,13.9569471334,48.4562,109760081.77,7.3,540.4831,11.45253004534,0.69,-0.443406792754,24.5533127763,房地产开发,2026-08-25
1181,600637,东方明珠,0.1256,3014670669.07,-10.7104159695,27.4342,422348989.03,22.65,485.1762,8.852451474927,1.4047,0.001638956432,28.834959259,电视广播Ⅱ,2026-08-25
1182,600623,华谊集团,0.23,24624077801.72,1.7869996835,11.5497,490449608.25,0.55,92.1631,10.667978517816,2.17,2.901944544809,9.4084385024,化学原料,2026-08-25
1183,600618,氯碱化工,0.3225,3797998848.29,6.167117604,-10.3486,372991864.71,-15.8,-18.7647,8.135931188146,3.92,0.296614644292,17.1472329141,化学原料,2026-08-25
1184,600596,新安股份,0.19,8562644216.24,6.260098681,9.74,254207476.66,268.03,64.0276,9.315696862375,2.02,0.114377103347,14.3728655171,农化制品,2026-08-25
1185,600586,金晶科技,-0.223,1810995920.4,-24.3536585763,-1.8253,-313453039.32,-225.6,-0.8138,3.4225578831,-6.2,0.125764037865,-3.2446262047,玻璃玻纤,2026-08-25
1186,600577,精达股份,0.15,15301063558.88,29.0611603176,17.459,324792774.04,6.02,37.7201,2.924792621165,5.21,-0.032538561523,5.6024125362,电网设备,2026-08-25
1187,600567,山鹰国际,-0.11,14259336214.95,3.0135894018,29.4468,-681713441.65,-1730.29,62.9461,2.310026015004,-4.55,0.260572154999,4.5530048164,造纸,2026-08-25
1188,600562,国睿科技,0.24,1726502980.08,0.3300380688,140.2519,292978751.81,-16.2,179.5675,5.435679921939,4.33,-0.319292320528,43.8167760287,军工电子Ⅱ,2026-08-25
1189,600530,ST交昂,-0.018,139988657.71,-7.1535262025,3.3832,-13972988.26,-721.4,-21.5508,0.400308326976,-4.43,0.021264881381,29.2695656707,食品加工,2026-08-25
1190,600529,山东药玻,0.5589,2280395300.46,1.3414969041,-12.9388,370867951.66,-0.07,-15.6775,12.877389853913,4.4,0.604043919964,32.8666370681,医疗器械,2026-08-25
1191,600527,江南高纤,0.011,302255206.58,13.2245179899,6.6493,18722139.23,20.21,38.6858,1.174241321629,0.9,0.089203651908,13.1726955279,纺织制造,2026-08-25
1192,600510,黑牡丹,-0.09,1319780078.37,-16.6885404567,92.1993,-89408543.21,-257.76,-359.6562,10.044531098219,-0.86,-0.308542258566,12.6591863666,房地产开发,2026-08-25
1193,600506,统一股份,0.278,1817530252.71,36.4029206734,6.8511,69361005.14,106.76,-90.0227,2.02785021969,14.56,0.432674226389,18.964265208,炼化及贸易,2026-08-25
1194,600499,科达制造,0.673,10392409000.0,26.9159422218,19.87,1284420200.0,72.39,18.9517,6.910970445962,9.79,0.711910964763,31.9103751594,专用设备,2026-08-25
1195,600486,扬农化工,1.955,6605877425.85,5.9734510307,-9.4708,789837865.86,-1.99,-5.9541,29.596239742168,6.69,3.560314284652,23.013233113,农化制品,2026-08-25
1196,600480,凌云股份,0.25,9676713924.21,4.493295109,11.8931,304238793.26,-29.73,-1.6379,6.598374587002,3.69,0.467249194217,16.5985055454,汽车零部件,2026-08-25
1197,600478,科力远,0.034,2479337148.18,36.1136273935,72.8504,56503641.94,10.32,-54.1867,1.766204270097,1.94,-0.247912659961,15.1151306427,电池,2026-08-25
1198,600460,士兰微,0.31,7261927577.24,14.6179876256,6.3527,515924653.48,94.84,47.0469,7.421583121118,4.23,0.175605726903,18.5611580065,半导体,2026-08-25
1199,600446,金证股份,0.0134,1130108306.41,-6.4294624418,44.4628,12596905.71,132.4380121159,225.7317,3.811102018728,0.35,-1.104019749938,41.7400913288,IT服务Ⅱ,2026-08-25
1200,600429,三元股份,0.1232,3468285938.09,4.1138011647,1.5823,185029283.18,1.15,-15.6439,3.253953336775,3.8381,0.090397844638,22.1658009418,饮料乳品,2026-08-25
1201,600403,大有能源,-0.2689,2160448387.57,12.5102924473,18.3457,-642943071.61,24.4912461228,25.86,1.290419928569,-18.87,-0.046484766503,7.3729421983,煤炭开采,2026-08-25
1202,600389,江山股份,0.81,3760003616.71,11.9351359522,-6.6386,349299867.66,3.2,-8.7752,9.985271192151,8.37,0.00275215054,16.7927585703,农化制品,2026-08-25
1203,600380,健康元,0.35,6582795940.02,-16.6558323316,-23.1143,647654146.46,-17.49,-43.9279,8.32008440308,4.21,1.11644194771,58.6996943217,化学制药,2026-08-25
1204,600376,首开股份,-0.7368,11627735609.32,-35.5413059316,36.2608,-1837352107.91,0.0649802067,-43.3588,0.484633367226,-86.36,0.396728192355,6.3595836352,房地产开发,2026-08-25
1205,600369,西南证券,0.09,2069281466.66,37.6721820818,61.5204,604527876.98,42.86,-5.2068,3.945479820643,2.29,-0.25814450679,,证券Ⅱ,2026-08-25
1206,600365,ST通葡,-0.07,296292276.55,-22.9297260023,-44.1515,-30481033.64,-30.8008310945,-64.6638,0.448436027912,-14.08,-0.252445951931,18.3569778306,非白酒,2026-08-25
1207,600345,长江通信,1.35,292015451.36,0.6651129068,224.2189,446404544.03,8833.1060190665,2287.9257,12.718195498035,11.09,-0.744253637029,13.4294202164,通信设备,2026-08-25
1208,600309,万华化学,3.21,119315863794.85,31.2585013331,20.7421,10062963544.81,64.35,70.6766,36.287255875173,8.96,3.764334083985,17.0841909951,化学制品,2026-08-25
1209,600300,维维股份,0.08,1666022578.31,9.5411567567,-24.4376,131094026.47,8.91,-44.2118,2.217392324211,3.58,0.062237504985,26.3223289942,饮料乳品,2026-08-25
1210,600288,大恒科技,0.1797,844120589.82,0.0322526038,27.4799,78488984.94,2964.024614977,-46.559,4.594286724588,3.97,-0.300020281044,37.5329739045,软件开发,2026-08-25
1211,600279,重庆港,0.0208,2030777520.87,-9.9409595797,9.1435,24666016.77,333.86,2452.7653,5.700632378576,0.37,0.119714419455,13.8789105701,航运港口,2026-08-25
1212,600265,*ST景谷,-0.002,55931688.02,-54.6472078409,-13.798,-209327.84,99.8311820008,180.0357,2.543363578351,-0.1,0.22216216379,32.8995161623,林业Ⅱ,2026-08-25
1213,600262,北方股份,0.58,1743344870.07,3.1597902623,12.0584,136999825.04,37.28,-17.913,10.992020960176,7.35,5.944320231941,18.2873744079,专用设备,2026-08-25
1214,600239,ST云城,0.04,661560886.1,-27.9483110977,-6.6306,68137420.29,280.637667244,494.9975,0.685651342973,6.39,0.037894701133,37.842835544,房地产开发,2026-08-25
1215,600238,ST椰岛,-0.02,173061182.97,93.9991625297,-26.3037,-7538031.94,52.1850170357,-1017.3883,0.155278382262,-10.46,-0.050695478693,36.4496262116,非白酒,2026-08-25
