序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
4639,834996,众至诚,0.0046,17804812.01,-48.0264243314,,540760.55,108.33,,1.001210146661,0.46,0.146452441182,31.5573287538,,2026-08-18
4640,834972,英冠陶瓷,0.26,22367718.09,21.976286235,,5167452.27,3.71,,2.396330036218,11.39,-0.012936313006,52.5556366666,,2026-08-18
4641,834794,咸亨股份,0.21,70189934.42,-0.4889502328,,16483210.7,-2.38,,1.850445666035,10.12,0.216692154798,47.5348805149,,2026-08-18
4642,834752,蓬莱海洋,0.44,81793763.78,31.5147147973,,20764200.68,51.64,,2.787430154947,15.24,0.259980480842,46.4394638351,,2026-08-18
4643,834734,创谐信息,-0.01,6510043.02,-36.8352416908,,-331701.11,-126.9,,1.728829596323,-0.7,0.257212195044,62.3748832001,,2026-08-18
4644,834727,天茂新材,0.02,41247882.67,21.0924353838,,1181278.07,6.55,,1.41057924437,1.61,0.059339805951,11.5533471575,,2026-08-18
4645,834702,伊贝股份,-0.22,7262905.3,-42.2491032134,,-8945004.64,-38.85,,0.277890004529,-57.2,-0.10643844215,5.7647476142,,2026-08-18
4646,834609,万兴股份,0.11,34456640.74,21.2493532721,,4966399.81,301.86,,1.599050016559,6.91,-0.117045566022,30.2335229328,,2026-08-18
4647,834594,大隆汇,0.0066,21834454.07,-41.8036926608,,351401.27,108.53,,0.823944866195,0.81,-0.046535122744,22.3699283451,,2026-08-18
4648,834590,仓谷数字,-0.06,225090.54,-26.0997935698,,-728257.06,37.95,,-0.030706611304,,-0.000254486087,38.3222946642,,2026-08-18
4649,834543,蔚蓝航空,-0.06,18464503.51,-45.262468952,,-3812449.12,-57.62,,3.112301048235,-1.79,0.109400973382,-17.9166944738,,2026-08-18
4650,834497,美茵科技,-0.33,6648774.21,-68.3652877006,,-1828036.63,-193.4,,2.314652053571,-13.17,-0.142333317857,30.1908901791,,2026-08-18
4651,834422,鑫光正,0.29,842167736.9,51.2121778409,,43101495.78,59.39,,2.085685480839,14.51,0.972680988242,24.2337928227,,2026-08-18
4652,834357,绿度股份,0.21,5163101.23,7.9419061737,,2016428.62,2866.81,,1.338667311458,17.03,0.08475323125,66.2121614067,,2026-08-18
4653,834290,培诺股份,-0.22,35920830.74,-7.2935568058,,-12561701.72,-53.46,,1.29224677939,-15.66,-0.132010800525,27.2021405093,,2026-08-18
4654,834166,杰事杰,0.03,1069606589.98,20.7422608087,,10151710.94,-56.65,,2.512747720245,1.1,-0.036829834837,12.3971966312,,2026-08-18
4655,834043,杭科光电,0.05,86728671.48,66.3453581576,,3414570.56,174.94,,2.968991632881,1.85,0.010988205485,24.4939203927,,2026-08-18
4656,834012,浦敏科技,-0.02,12277302.81,4.5038479667,,-585196.36,50.11,,0.588669878339,-3.05,0.025426689977,15.5378859634,,2026-08-18
4657,834005,松湖股份,2.58,175365618.67,48.3016582763,,25753180.76,49.0,,10.32231463,26.18,2.817104421,28.9813451265,,2026-08-18
4658,833849,携宁科技,-0.06,62818835.59,-2.783583013,,-3014302.5,-240.75,,2.837969065589,-1.9,-0.552179036418,40.5511313776,,2026-08-18
4659,833746,宏中药业,0.31,45107150.11,9.9910375806,,11990323.48,157.61,,4.657003290552,6.82,0.061123280562,58.2354874026,,2026-08-18
4660,833665,清大天达,-0.14,30370912.54,30.2139271266,,-6128223.77,35.4,,2.494351528657,-5.4,-0.546514409185,25.1333209364,,2026-08-18
4661,833651,正大股份,0.03,9017249.1,26.8560118937,,740529.32,78.1,,0.778004823948,3.92,-0.018549574726,25.2516772549,,2026-08-18
4662,833620,无锡煤机,0.1743,56191526.38,-35.775198331,,9569363.24,118.34,,3.138314872495,5.71,0.410356942805,46.9684694121,,2026-08-18
4663,833543,灵通股份,0.05,23733507.48,-35.5933941739,,2328419.03,3.97,,1.771999666019,2.58,0.148128617864,25.094118242,,2026-08-18
4664,833503,ST花嫁,-0.45,169821301.43,-8.4775494854,,-20976027.91,147.07,,-0.965252067956,,0.658610825026,21.6311120164,,2026-08-18
4665,833430,八达科技,0.05,22216717.54,-53.2645086537,,2456472.72,168.8,,1.726752865716,2.86,0.255996730244,44.0033409634,,2026-08-18
4666,833422,康海时代,0.0,3094467.54,-4.004216153,,-22515.31,-102.01,,1.117513805099,-0.29,-0.053647407131,73.63338476,,2026-08-18
4667,833207,中科生物,0.45,34213625.84,20.834299945,,16272470.59,60.05,,6.0039617575,7.74,0.443970456111,83.6558956769,,2026-08-18
4668,833199,灵岩医疗,-0.44,8979002.56,4.9714216117,,-5893043.93,1.94,,0.080747834074,-155.15,-0.055129044444,18.4764227309,,2026-08-18
4669,832992,神戎电子,0.09,163585122.6,-5.0958857724,,13539961.84,-16.41,,2.410569437754,3.77,0.068229770622,36.4806063238,,2026-08-18
4670,832986,瑞诺医疗,0.37,6008171.69,-13.0118597397,,8418588.5,286.3,,0.773922542174,45.45,-0.203831601304,42.2629304057,,2026-08-18
4671,832894,紫光通信,-0.08,39404914.77,-32.2941817694,,-3851500.21,-11.81,,3.468245647669,-2.25,-0.408838669375,9.4610935,,2026-08-18
4672,832792,鹿城银行,-0.0059,111575094.0,6.3295429127,,-3085769.0,-289.44,,1.50339641535,-0.36,-0.210925505873,,,2026-08-18
4673,832789,诚栋营地,0.07,300091836.93,16.8493257444,,7393634.21,-56.41,,3.894193557063,1.64,-0.047002364779,27.3179161948,,2026-08-18
4674,832787,银科金典,-0.09,28248433.89,10.6121187325,,-2696538.5,-0.98,,1.682695748,-5.49,-0.238056836,31.7975251477,,2026-08-18
4675,832740,芝星炭业,-0.18,25511583.07,-18.5916937309,,-9203806.15,1.44,,2.994424311923,-5.74,-0.270740745192,-7.5141756775,,2026-08-18
4676,832698,青雨传媒,-0.025,93353.84,-93.3944388997,,-2552828.27,-26.71,,0.652692358654,-3.69,-0.083516110192,,,2026-08-18
4677,832696,铂宝集团,0.04,62081800.75,0.4532273815,,1265136.62,351.98,,1.616129452333,2.64,0.079026319,12.9161545785,,2026-08-18
4678,832528,斯迈柯,-0.02,81218406.2,19.1482834952,,-1422629.32,74.11,,0.589100699391,-3.21,0.127413813523,15.9118005445,,2026-08-18
4679,832363,索科股份,0.12,21311091.47,31.2168947294,,1241224.49,490.39,,1.366298763183,9.11,-0.153523271333,25.6133211557,,2026-08-18
4680,832351,美力新,-0.08,3962541.37,-53.5773906199,,-842447.45,-84.24,,0.214059787273,-30.35,0.004460015455,13.4052298866,,2026-08-18
4681,832339,远大宏略,0.1,6274938.96,-25.5984152771,,881665.23,2648.639775727,,0.879064596845,11.63,-0.366864783085,44.3922409087,,2026-08-18
4682,832316,添正生物,0.021,62798077.5,4.2955054017,,2381165.58,-18.81,,2.915465420708,0.73,0.057684830177,26.8633082279,,2026-08-18
4683,832267,诺君安,-0.28,16357162.83,-75.2020278766,,-15416016.97,-1006.9,,2.525229359409,-10.55,-0.385177576769,20.3711997284,,2026-08-18
4684,832256,大乘科技,0.74,182629835.19,-6.7280371197,,16288448.72,49.48,,4.551349225096,16.23,0.512275712251,36.3745582319,,2026-08-18
4685,832151,听牧肉牛,0.02,101837759.53,22.3209454819,,2413737.68,124.74,,1.564928426157,1.34,0.197506735396,23.0499062709,,2026-08-18
4686,832103,星驿物流,-0.1,1878053.38,-9.9842579979,,-1341126.2,-16.74,,1.702556184892,-5.51,-0.066058400719,-29.1675335661,,2026-08-18
4687,832050,百富餐饮,0.19,134534358.19,4.9266719101,,11006470.78,25.79,,1.699200102444,10.94,0.372051824043,48.3265164711,,2026-08-18
4688,832035,天晴股份,-0.1222,17082017.0,103.4987502209,,-8600600.95,-4.52,,0.643361015057,-17.34,0.23151639517,31.2653800778,,2026-08-18
4689,832033,九通衢,0.0768,85066902.71,32.4196743465,,3878918.49,53.17,,3.067609821212,2.42,-0.318235012689,25.8646458365,,2026-08-18
4690,832019,中棉种业,-0.06,4598784.48,35.4701479395,,-3935136.23,5.6209367832,,0.351861288571,-14.8,0.037041903714,43.191520034,,2026-08-18
4691,831994,中冀联合,0.09,21018911.5,-0.2902946514,,3056352.64,-34.12,,3.385027932825,2.54,0.222987553384,52.1288903567,,2026-08-18
4692,831943,西格码,0.1,1035156590.4,-7.3572898691,,19499995.73,0.21,,1.311418687986,7.28,-0.678818371823,8.4673801117,,2026-08-18
4693,831942,天一生物,0.2,84662210.96,-6.5191046737,,9869991.7,3.09,,4.052838847572,4.96,0.70656091764,36.5941912675,,2026-08-18
4694,831910,梦地自控,-0.12,7908095.46,35.7701409045,,-604849.37,42.74,,1.707192892,-6.84,0.36024852,34.6445348802,,2026-08-18
4695,831893,五谷股份,0.07,155578861.89,27.9573612006,,4867504.39,23.64,,1.761144235475,4.24,-0.043395416327,7.9974506748,,2026-08-18
4696,831888,垦丰种业,0.48,1481896471.73,-0.0527270898,,226245038.57,-1.93,,2.171210659563,24.74,1.367899323679,27.9217126678,,2026-08-18
4697,831814,富岛科技,-0.03,5692757.94,71.7045906138,,-509425.66,-42.65,,1.015606593915,-3.26,-0.069807271825,26.1213808083,,2026-08-18
4698,831798,博益气动,0.19,74964866.56,-17.3961982071,,15580581.99,-11.93,,1.962050349018,9.25,0.305956275098,51.514218436,,2026-08-18
4699,831793,利洋水产,0.27,378934480.17,-1.7996275732,,23636394.8,18.65,,3.122659625051,9.01,-0.214453441064,55.9236596509,,2026-08-18
4700,831779,卓越信通,0.0335,40222352.67,-16.9768427038,,2129968.36,-78.71,,3.104073629091,1.07,0.027377098187,46.2273187562,,2026-08-18
4701,831565,润成科技,-0.02,22534668.24,-2.8658145007,,-4102444.35,-88.06,,1.268418601874,-1.82,0.115296281034,43.1916662644,,2026-08-18
4702,831386,风华环保,-0.0466,4996252.19,-7.1561542712,,-3724301.83,14.65,,1.070044205632,-4.26,0.004334446558,28.9524672693,,2026-08-18
4703,831369,帜扬信通,-0.11,371411.06,-94.6218398172,,-1577213.87,42.65,,0.737846040103,-13.3,-0.160663530891,43.1305922877,,2026-08-18
4704,831367,红山河,0.0157,63775363.16,17.4197112669,,1705964.98,-72.01,,0.659345565009,2.41,0.11366337698,29.2319071915,,2026-08-18
4705,831361,胜龙股份,-0.11,2536141.0,-50.2746534458,,-1605756.56,-546.49,,1.098568100714,-9.92,0.095562539286,25.8107021652,,2026-08-18
4706,831231,佳保安全,0.03,45021345.58,28.6341025197,,659654.61,73.05,,2.808174036318,1.08,-0.245543573134,33.3165422241,,2026-08-18
4707,831229,木兰花,-0.25,14171661.81,-24.1827100338,,-1249150.57,72.58,,0.560723134,-36.44,-0.470464718,8.7708972079,,2026-08-18
4708,831199,海博小贷,0.05,42277671.12,-27.970302477,51.3199,30092573.72,-19.94,46.5147,1.260506306519,3.63,0.058464252147,,,2026-08-18
4709,831162,天河股份,0.18,185266347.89,-2.2396852129,,14903311.9,9.01,,2.650951744079,7.07,0.144507190453,22.4528920086,,2026-08-18
4710,831101,奥维云网,0.22,58310616.56,37.6467922867,,8532450.63,330.68,,3.341313910177,6.84,0.105639676305,54.8612275212,,2026-08-18
4711,831091,精冶源,0.02,44900157.06,-8.530010063,,645386.66,-81.06,,2.626213713988,0.58,-0.10818325603,21.110607781,,2026-08-18
4712,831081,西驰电气,0.07,103613864.99,6.5238312522,,7877701.74,37.49,,2.011690277043,3.69,-0.119560221982,28.6895278473,,2026-08-18
4713,831001,英特罗,-0.06,3370653.21,-36.670345776,,-938379.42,-382.53,,0.281071768991,-19.2,-0.04264925467,9.5348011195,,2026-08-18
4714,830953,惠当家,-0.136,1616939.01,-9.4696604901,,-1724075.01,-613.16,,0.590696924961,-20.67,-0.160330082148,76.8050540138,,2026-08-18
4715,830930,天行健,-0.11,408894.94,-29.9292523458,,-635568.14,28.52,,0.721191185,-13.68,-0.00963929,-104.8864092082,,2026-08-18
4716,830900,维福特,-0.01,559668.1,92.9065823257,,-1000459.64,-59.43,,0.4070006851,-2.43,-0.0027336828,84.8379619993,,2026-08-18
4717,830890,海魄科技,-0.02,5243800.13,3.2335871978,,-446728.83,-345.01,,0.115945721957,-17.62,-0.030408333628,37.0412096542,,2026-08-18
4718,830880,火凤凰,0.13,162709425.67,15.2826735813,,11083679.6,35.86,,2.108676494199,6.48,0.190423864342,19.5939109051,,2026-08-18
4719,830877,康莱股份,0.05,72954172.96,4.2329083166,,3156806.66,-33.95,,2.803954255719,1.86,0.129255703105,32.4063724538,,2026-08-18
4720,830874,金田元丰,-0.02,765709.75,1392.8432364944,,-604400.8,47.08,,-0.010643141914,,-0.084056569637,7.4811846134,,2026-08-18
4721,830783,广源精密,-0.03,5798737.1,14.7762231971,,-1326165.46,13.08,,0.447790463725,-5.64,-0.088425374314,15.6180463846,,2026-08-18
4722,688836,宇树科技,0.75,1152245550.58,48.5389986228,72.5012,273999911.92,955.5945828766,347.8483,7.911656929646,9.99,0.636082168332,56.0089333697,自动化设备,2026-08-18
4723,688779,五矿新能,0.2,7812162781.16,168.9977570192,59.5142,377618935.7,1507.6335597105,264.7646,3.792174142464,5.07,-0.446585328301,11.2136284279,电池,2026-08-18
4724,688660,电气风电,-0.41,5653761985.6,112.2674371452,239.8921,-541618710.24,-94.1827468187,-0.6214,2.708757305412,-13.97,-1.953198543058,3.8196320966,风电设备,2026-08-18
4725,688656,浩欧博,0.27,195769304.03,3.2201086051,48.2359,16677554.05,37.05,9198.541,13.08675037624,2.01,0.587011376239,60.3369321075,医疗器械,2026-08-18
4726,688646,逸飞激光,-0.17,674616505.45,56.1819422207,272.4061,-15770681.21,-186.9,134.2403,15.106704315157,-1.12,3.169030915966,19.7812997106,自动化设备,2026-08-18
4727,688582,芯动联科,0.09,156601196.3,-38.1350873055,106.431,36477090.64,-76.36,1228.6142,6.306495441235,1.44,0.004686751168,77.5343240338,半导体,2026-08-18
4728,688545,兴福电子,0.34,966426803.02,43.7110433435,16.3381,123107015.82,17.91,-7.7056,8.250074905972,4.11,0.0319669235,23.401144325,电子化学品Ⅱ,2026-08-18
4729,688521,芯原股份,-1.16,1863539395.68,91.3678078628,22.9809,-612125014.89,-91.379633091,20.4085,5.562667675312,-19.29,1.189915848917,31.3422029646,半导体,2026-08-18
4730,688510,航亚科技,0.2,373581798.3,1.1388521784,17.8913,51303536.31,-16.19,56.0643,4.676185922542,4.18,0.276274621021,37.5861936874,航空装备Ⅱ,2026-08-18
4731,688484,南芯科技,-0.1,1546385212.25,5.1857824986,4.2567,-44872303.83,-136.58,-1544.1636,9.407183506707,-1.08,-0.241237879147,35.2777341563,半导体,2026-08-18
4732,688448,磁谷科技,0.02,160344064.72,5.7366487446,177.8372,1209079.54,-73.04,225.0639,10.520148892615,0.12,-0.035137467552,30.6391614468,通用设备,2026-08-18
4733,688385,复旦微电,1.03,2225494085.21,21.0263401039,15.6382,849153566.43,338.58,372.5585,8.479076501611,12.9,0.934947615453,56.9879500156,半导体,2026-08-18
4734,688328,深科达,0.65,435189073.52,21.0306489102,31.4718,61447386.94,198.23,27.0075,9.291939061658,7.12,1.493431747032,38.6921876664,专用设备,2026-08-18
4735,688319,欧林生物,-0.0811,361322181.04,18.1371742612,28.9692,-32872556.52,-349.09,-320.9025,2.144316590542,-3.71,-0.173653950415,91.8129462313,生物制品,2026-08-18
4736,688205,德科立,0.48,545069470.0,25.7788920906,14.2196,98255620.0,249.74,300.3084,15.4069789721,4.13,-0.972240268294,25.5464078735,通信设备,2026-08-18
4737,688188,柏楚电子,1.94,1278250073.15,15.8383182914,33.2251,787150283.9,22.97,48.7447,15.632417525479,12.33,1.249969086147,73.928625075,计算机设备,2026-08-18
4738,688182,灿勤科技,0.14,599186680.58,108.6290482026,41.8971,56227804.68,8.31,3244.4059,5.72463178995,2.46,-0.348715040525,24.5739170099,通信设备,2026-08-18
4739,688112,鼎阳科技,0.58,357746564.49,28.3075604381,20.9359,91791391.89,19.4,39.3956,9.955433872603,5.56,0.309963049905,63.88720021,通用设备,2026-08-18
4740,688077,大地熊,0.3,983859983.66,35.5042810654,42.6609,34486383.86,54.05,96.2588,9.68227591304,3.09,0.232001872771,16.5462529612,金属新材料,2026-08-18
4741,688036,传音控股,1.54,35431433138.2,21.8520586971,18.7111,1773406788.21,46.22,53.2144,18.385091847346,8.37,-5.091523647149,22.6316078301,消费电子,2026-08-18
4742,688002,睿创微纳,2.72,4396621717.39,72.8372056798,26.0639,1259361594.5,258.78,63.0563,16.857268336089,17.01,3.053877447041,57.7585549231,军工电子Ⅱ,2026-08-18
4743,605299,舒华体育,0.11,788675641.47,28.3675938734,25.8128,46423423.6,130.05,-9.1621,2.988567828335,3.61,-0.037000684356,31.4681981844,文娱用品,2026-08-18
4744,605128,上海沿浦,0.3,1007294747.47,10.0046293068,24.4144,92775211.81,18.94,0.3236,6.954070524277,4.23,0.424447196135,15.9863490448,汽车零部件,2026-08-18
4745,603893,瑞芯微,2.04,2876528206.23,40.6035594528,38.6262,859028900.86,61.73,60.9486,11.639553676018,18.34,1.892354771166,45.7909824874,半导体,2026-08-18
4746,603848,好太太,0.25,752729081.97,11.2100540108,38.968,102230021.04,18.64,51.6,6.426506849488,3.95,0.381772765401,46.9394986913,家居用品,2026-08-18
4747,603588,高能环境,0.679,10319078742.89,54.0155208839,6.7,1021792581.72,103.37,-30.4738,6.843937549799,10.139,-0.398365885555,20.809941729,环境治理,2026-08-18
4748,603580,艾艾精工,0.0434,218703192.47,114.1537316252,13.3395,5668903.15,-38.15,3.1858,3.424319933927,1.25,0.085354032349,23.7439430872,塑料,2026-08-18
4749,603556,海兴电力,0.67,2387912426.89,24.6636644533,12.0036,323662807.13,-16.67,155.962,14.00209038877,4.25,0.001650112407,37.3485975255,电网设备,2026-08-18
4750,603448,天博智能,1.81,944939291.0,2.6613507053,32.188,162737517.95,-12.58,31.7947,21.245738913889,8.89,1.698813635556,29.4297389683,汽车零部件,2026-08-18
4751,603406,天富龙,0.63,1593260010.86,-6.3216640832,16.4235,253336497.6,12.09,29.7439,11.795977087073,5.4,0.251346442239,21.6683853506,化学纤维,2026-08-18
4752,603398,*ST沐邦,-0.51,168109512.47,19.2729161557,-37.8355,-220561924.44,-3.8312136506,-96.954,-0.172390874703,,-0.354557821335,-58.0013609446,光伏设备,2026-08-18
4753,603369,今世缘,1.6696,6435772067.77,-7.4144479085,-51.1148,2081693137.94,-6.6,-49.6895,13.753608378061,11.83,1.296189404131,74.1443123629,白酒Ⅱ,2026-08-18
4754,603332,苏州龙杰,0.25,909046340.56,29.7283948709,72.2165,54612777.94,64.24,82.4369,6.036593508053,4.11,0.645384994889,12.9539489975,化学纤维,2026-08-18
4755,603322,超讯科技,0.33,564977802.93,-64.9241035358,40.0369,51725320.65,-28.25,-75.8514,1.99164141747,20.92,-0.143905166585,29.3853677134,通信服务,2026-08-18
4756,603293,埃泰克,0.63,1778973695.74,16.9216650709,19.0159,93408728.97,1.03,-39.0572,16.452404248579,4.68,0.970030701099,18.0723772431,汽车零部件,2026-08-18
4757,603284,林平发展,1.68,1727092608.78,41.1260315457,42.5983,116406291.23,27.33,47.6771,29.669082121016,5.78,1.161189086095,9.2619766935,造纸,2026-08-18
4758,603281,江瀚新材,0.49,1091780753.58,15.5353334859,11.688,178094586.64,-15.35,-27.708,13.320847946302,3.65,0.28279870187,25.4167312411,化学制品,2026-08-18
4759,603227,雪峰科技,0.237,2537336685.67,-6.0338816874,42.2625,253532446.87,9.85,354.9961,4.921337216233,4.81,-0.024807320515,23.269381677,化学制品,2026-08-18
4760,603196,璞源材料,0.1424,772194130.21,104.253587922,3.9704,59161339.3,54.52,49.9162,4.84653375561,3.0,0.238671502804,48.7243084388,服装家纺,2026-08-18
4761,603189,*ST网达,-0.04,174542457.26,36.9512138857,-55.746,-12053180.85,-349.87,-38.7763,5.318368202804,-0.81,-0.093746728421,11.7454567226,软件开发,2026-08-18
4762,603129,春风动力,6.96,13386075247.16,35.8243216024,49.7982,1064624745.59,6.26,51.871,52.169034320551,13.36,14.637311264067,27.2588539428,摩托车及其他,2026-08-18
4763,603093,南华期货,0.55,879141903.95,48.1764200269,2.9735,388309024.43,67.91,-10.3617,8.133648430416,6.76,7.542075952269,,多元金融,2026-08-18
4764,603077,和邦生物,0.0471,2888094804.07,-26.3438874264,8.105,380158275.34,634.3,18.999,2.140721575955,2.08,0.021409290347,28.8695483845,农化制品,2026-08-18
4765,603071,物产环能,0.65,17164015747.24,-6.8275974595,20.3301,361720377.23,19.66,9.4352,10.646122551131,6.06,-2.816328185841,6.7102329271,贸易Ⅱ,2026-08-18
4766,603049,中策橡胶,2.79,23474496452.47,7.4098812239,9.7678,2440401206.25,5.09,0.095,28.769441610667,9.53,0.962018064259,20.8360611154,汽车零部件,2026-08-18
4767,603031,安孚科技,0.64,2378115865.79,-2.0413899304,-21.2654,196448171.54,84.38,-53.0127,7.703113125152,6.96,1.237314014315,50.5032529469,电池,2026-08-18
4768,601702,华峰铝业,0.56,6418370774.48,7.6237877608,15.6088,557405502.77,-2.29,29.4773,6.705203991024,8.3,0.064857895782,14.2549854941,工业金属,2026-08-18
4769,601677,明泰铝业,1.13,21118578561.28,24.231694841,16.2285,1406755848.47,49.61,0.3794,16.352954451351,7.09,0.467314596934,9.7521340104,工业金属,2026-08-18
4770,601112,振石股份,0.27,3823342888.03,16.7432343035,34.507,464930974.08,15.07,32.2563,3.769272041523,7.57,0.283898591313,22.1462371803,玻璃玻纤,2026-08-18
4771,600889,*ST京化,0.08,434474835.71,15.6020129923,-24.2057,46911276.1,185.3136676975,186.0842,2.692628612739,3.16,0.244986162594,28.2506042909,通用设备,2026-08-18
4772,600871,石化油服,0.027,37664258000.0,1.6558557747,6.1099,509539000.0,3.5,48.8579,0.527933888012,5.36,0.154911318989,8.4930280586,油服工程,2026-08-18
4773,600795,国电电力,0.169,79029113601.09,1.7699058332,1.7658,3013976240.14,-18.25,15.594,3.378041933529,4.934,1.15032840145,14.2151681713,电力,2026-08-18
4774,600753,ST海钦,0.091,796013037.75,24.807910288,-48.2297,20977986.69,141.57,-106.2456,0.375362420906,27.62,0.267273951191,3.122331751,物流,2026-08-18
4775,600673,东阳光,0.129,9375524476.64,31.6090059632,20.6716,389262088.82,-36.46,126.3537,3.481666461059,3.9,0.834721412146,19.5724821341,综合Ⅱ,2026-08-18
4776,600583,海油工程,0.25,12383540000.0,9.4177753499,47.9504,1091302400.0,-0.64,48.922,6.52660204967,3.88,0.352987030129,14.8714689015,油服工程,2026-08-18
4777,600425,青松建化,0.077,1574105054.7,-11.0541790036,156.512,124295349.05,13.19,664.6849,4.004732042817,1.918,0.241496858685,22.0751650617,水泥,2026-08-18
4778,600366,宁波韵升,0.2547,3336660661.1,42.0220388493,22.6846,274095385.26,154.18,35.2088,5.841380673605,4.29,0.1865506614,20.7774458297,金属新材料,2026-08-18
4779,600326,西藏天路,-0.0631,1208138782.67,-14.2545331254,135.4691,-85905549.16,23.2247276961,-31.2398,2.824094447323,-2.2,0.186573570376,13.5985917948,水泥,2026-08-18
4780,600301,华锡有色,0.844,3038991528.54,9.026628461,62.5816,533873867.28,39.81,93.5094,8.050088317139,10.53,0.90868594816,42.9411248542,小金属,2026-08-18
4781,600243,*ST海华,-0.0325,189693635.7,68.2413354591,20.4017,-14277551.12,-555.8077232932,2.9391,1.240763869842,-2.59,-0.075391032335,10.6578909858,通用设备,2026-08-18
4782,600120,浙江东方,0.26,916633304.95,9.3,4.4916,877106312.16,115.47,373.9485,4.906018311283,5.17,0.51557522346,62.7079754429,多元金融,2026-08-18
4783,600096,云天化,1.6097,22820982028.44,-8.9190484402,-9.5201,2934440407.74,6.14,5.9592,13.935762835944,11.41,1.615222306289,20.8901895736,农化制品,2026-08-18
4784,600078,澄星股份,0.174,2137879181.98,20.3681017054,14.2672,117631886.06,533.75,226.4596,2.659056980656,6.77,0.333719171672,19.089391105,农化制品,2026-08-18
4785,430748,恒均科技,0.09,120341960.34,19.6511331293,,6694311.4,-35.07,,2.441922082863,3.83,-0.404999494838,18.4922088249,,2026-08-18
4786,430743,尚思传媒,-0.0347,2771202.81,-72.4393798599,,-723435.88,5.89,,0.153385053717,-20.32,-0.061632758273,3.7489204913,,2026-08-18
4787,430733,御食园,-0.06,61320534.31,-25.4438344182,,-5409855.73,-584.37,,2.2124166143,-2.89,0.019308858109,37.8596209593,,2026-08-18
4788,430677,升华感应,0.31,17123868.62,49.7485731986,,3075412.94,1260.0,,4.231532949,7.54,-0.233354464,40.6470123338,,2026-08-18
4789,430645,中瑞药业,0.02,55665521.82,32.6050627061,,619682.86,-17.94,,4.668444743209,0.35,-0.083748038333,22.8311844468,,2026-08-18
4790,430641,天健创新,0.06,25924881.71,15.3148298706,,1827250.99,165.8,,2.158843244,2.86,0.022438145667,52.5995556799,,2026-08-18
4791,430626,胜达科技,0.01,67848803.82,28.0492950563,,606930.64,-25.14,,2.693239459357,0.51,-0.04513495955,13.3152289965,,2026-08-18
4792,430622,顺达智能,-0.07,9076880.31,301.2237937944,,-4703161.23,-348.6,,1.821910426539,-3.57,-0.015181968138,6.7335257173,,2026-08-18
4793,430590,晶宝股份,-0.08,57875730.78,0.6432116956,,-3967325.09,-24.04,,1.782940609079,-3.46,-0.006832004846,27.0370784941,,2026-08-18
4794,430572,盛储科技,-0.02,995013.29,,,-358442.59,89.02,,0.7291333,-3.03,0.024463760625,8.2010743796,,2026-08-18
4795,430553,海红技术,-0.04,42383724.34,18.451968135,,-4327213.0,-5.67,,1.29538004667,-3.1,-0.086511591115,16.3924626214,,2026-08-18
4796,430502,万隆电气,0.44,34034386.16,18.0047245977,,4594492.5,90.8,,3.509004808612,13.37,-0.116873357895,21.8038361118,,2026-08-18
4797,430496,大正医疗,0.16,30168805.07,-16.0389410195,,6306451.13,-4.87,,3.137826786623,4.62,0.133066674641,71.1502787406,,2026-08-18
4798,430455,德联科技,0.0,21111367.41,-16.226668761,,319834.71,-39.64,,1.4374689917,0.22,-0.0830826732,20.7765108475,,2026-08-18
4799,430398,励图科技,-0.12,3284556.25,19.8488093299,,-2174143.78,37.64,,-0.120132200382,,-0.017797935435,54.8899486803,,2026-08-18
4800,430366,金天地,-0.01,5117847.18,1265.5441263493,,-2925383.07,-60.6713377695,,0.085134159444,-15.94,-0.002880594185,7.1650496215,,2026-08-18
4801,430356,雷腾软件,-0.06,51760347.83,-10.2085471877,,-3219598.35,59.07,,3.61246216487,-1.5,-0.083675242125,10.800359666,,2026-08-18
4802,430350,万德智新,-0.0119,10440481.25,-28.7790232277,,-614647.97,-949.96,,1.014913124967,-1.17,-0.13589992366,28.5767580877,,2026-08-18
4803,430341,呈创科技,0.09,103304661.16,20.762127123,,5809225.61,66.46,,2.734548846911,3.53,0.04093230119,35.4461105131,,2026-08-18
4804,430335,华韩股份,0.4,494883549.23,-7.6963954928,,28113700.47,-11.38,,1.97619065028,13.92,0.868657560586,42.7028997284,,2026-08-18
4805,430288,泓淇科技,0.07,13143344.33,-16.3148788643,,800510.21,79.87,,1.324922036765,5.71,0.061209506434,15.2367914111,,2026-08-18
4806,430284,科胜石油,-0.05,3766179.25,-82.5593584683,,-1895887.65,-236.01,,0.652121211281,-6.71,-0.032641868547,24.1860134512,,2026-08-18
4807,430264,中舟环保,0.0057,11473595.37,-3.1174282701,,214714.83,24.37,,1.263962986842,0.44,-0.034622965526,34.8563031119,,2026-08-18
4808,430209,康孚科技,0.0015,46665398.21,13.1465822316,,89821.35,-37.82,,1.6858621355,0.08,-0.282933296667,35.6620846245,,2026-08-18
4809,430105,合力思腾,-0.14,123690193.25,-18.7039042516,,-12931221.23,13.3,,1.20328419989,-11.16,-0.541194393843,12.4952596515,,2026-08-18
